file,line,symbol,literal,semantic_name,classification,yaml_file,yaml_path,schema_field,consumer,action
app/db/connection_failure.py,79,getattr,'sqlstate',getattr,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/connection_failure.py:79:literal_fallback,identity/protocol literal; verify consumer contract
app/db/connection_failure.py,80,getattr,'pgcode',getattr,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/connection_failure.py:80:literal_fallback,identity/protocol literal; verify consumer contract
app/db/connection_failure.py,81,getattr,'sqlstate',getattr,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/connection_failure.py:81:literal_fallback,identity/protocol literal; verify consumer contract
app/db/connection_failure.py,69,getattr,'orig',getattr,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/connection_failure.py:69:literal_fallback,identity/protocol literal; verify consumer contract
app/db/connection_failure.py,81,getattr,'diag',getattr,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/connection_failure.py:81:literal_fallback,identity/protocol literal; verify consumer contract
app/db/connection_failure.py,132,getattr,'errno',getattr,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/connection_failure.py:132:literal_fallback,identity/protocol literal; verify consumer contract
app/db/models.py,10,__tablename__,'market_candles',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/models.py:10:assignment,identity/protocol literal; verify consumer contract
app/db/models.py,35,__tablename__,'ml_features',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/models.py:35:assignment,identity/protocol literal; verify consumer contract
app/db/models.py,58,__tablename__,'ml_labels',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/models.py:58:assignment,identity/protocol literal; verify consumer contract
app/db/models.py,103,__tablename__,'ml_training_runs',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/models.py:103:assignment,identity/protocol literal; verify consumer contract
app/db/models.py,122,__tablename__,'ml_model_versions',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/models.py:122:assignment,identity/protocol literal; verify consumer contract
app/db/models.py,163,__tablename__,'ml_predictions',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/models.py:163:assignment,identity/protocol literal; verify consumer contract
app/db/models.py,189,__tablename__,'ml_replay_sessions',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/models.py:189:assignment,identity/protocol literal; verify consumer contract
app/db/models.py,207,__tablename__,'ml_replay_results',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/models.py:207:assignment,identity/protocol literal; verify consumer contract
app/db/paper_models.py,41,IDENTITY_LENGTH,128,IDENTITY_LENGTH,ALGORITHM_STRUCTURE_LITERAL,,,,app/db/paper_models.py:41:assignment,numeric/boolean algorithm structure
app/db/paper_models.py,42,SYMBOL_LENGTH,32,SYMBOL_LENGTH,ALGORITHM_STRUCTURE_LITERAL,,,,app/db/paper_models.py:42:assignment,numeric/boolean algorithm structure
app/db/paper_models.py,43,REASON_CODE_LENGTH,80,REASON_CODE_LENGTH,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/paper_models.py:43:assignment,identity/protocol literal; verify consumer contract
app/db/paper_models.py,44,PRICE_PRECISION,38,PRICE_PRECISION,ALGORITHM_STRUCTURE_LITERAL,,,,app/db/paper_models.py:44:assignment,numeric/boolean algorithm structure
app/db/paper_models.py,45,PRICE_SCALE,18,PRICE_SCALE,ALGORITHM_STRUCTURE_LITERAL,,,,app/db/paper_models.py:45:assignment,numeric/boolean algorithm structure
app/db/paper_models.py,46,QUANTITY_PRECISION,38,QUANTITY_PRECISION,ALGORITHM_STRUCTURE_LITERAL,,,,app/db/paper_models.py:46:assignment,numeric/boolean algorithm structure
app/db/paper_models.py,47,QUANTITY_SCALE,18,QUANTITY_SCALE,ALGORITHM_STRUCTURE_LITERAL,,,,app/db/paper_models.py:47:assignment,numeric/boolean algorithm structure
app/db/paper_models.py,48,MONEY_PRECISION,38,MONEY_PRECISION,ALGORITHM_STRUCTURE_LITERAL,,,,app/db/paper_models.py:48:assignment,numeric/boolean algorithm structure
app/db/paper_models.py,49,MONEY_SCALE,18,MONEY_SCALE,ALGORITHM_STRUCTURE_LITERAL,,,,app/db/paper_models.py:49:assignment,numeric/boolean algorithm structure
app/db/paper_models.py,50,RATIO_PRECISION,20,RATIO_PRECISION,ALGORITHM_STRUCTURE_LITERAL,,,,app/db/paper_models.py:50:assignment,numeric/boolean algorithm structure
app/db/paper_models.py,51,RATIO_SCALE,10,RATIO_SCALE,ALGORITHM_STRUCTURE_LITERAL,,,,app/db/paper_models.py:51:assignment,numeric/boolean algorithm structure
app/db/paper_models.py,128,__tablename__,'paper_account_baselines',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/paper_models.py:128:assignment,identity/protocol literal; verify consumer contract
app/db/paper_models.py,173,__tablename__,'paper_first_canary_sessions',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/paper_models.py:173:assignment,identity/protocol literal; verify consumer contract
app/db/paper_models.py,264,__tablename__,'paper_continuous_control',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/paper_models.py:264:assignment,identity/protocol literal; verify consumer contract
app/db/paper_models.py,325,__tablename__,'paper_continuous_control_events',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/paper_models.py:325:assignment,identity/protocol literal; verify consumer contract
app/db/paper_models.py,345,__tablename__,'trading_universe_runtime_state',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/paper_models.py:345:assignment,identity/protocol literal; verify consumer contract
app/db/paper_models.py,380,__tablename__,'paper_simulation_policies',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/paper_models.py:380:assignment,identity/protocol literal; verify consumer contract
app/db/paper_models.py,437,__tablename__,'paper_execution_commands',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/paper_models.py:437:assignment,identity/protocol literal; verify consumer contract
app/db/paper_models.py,554,__tablename__,'paper_plan_execution_outcomes',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/paper_models.py:554:assignment,identity/protocol literal; verify consumer contract
app/db/paper_models.py,632,__tablename__,'scalping_opportunities',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/paper_models.py:632:assignment,identity/protocol literal; verify consumer contract
app/db/paper_models.py,661,__tablename__,'scalping_outcome_diagnostics',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/paper_models.py:661:assignment,identity/protocol literal; verify consumer contract
app/db/paper_models.py,682,__tablename__,'scalping_stale_position_shadow_diagnostics',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/paper_models.py:682:assignment,identity/protocol literal; verify consumer contract
app/db/paper_models.py,748,__tablename__,'paper_orders',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/paper_models.py:748:assignment,identity/protocol literal; verify consumer contract
app/db/paper_models.py,826,__tablename__,'paper_order_events',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/paper_models.py:826:assignment,identity/protocol literal; verify consumer contract
app/db/paper_models.py,877,__tablename__,'paper_fills',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/paper_models.py:877:assignment,identity/protocol literal; verify consumer contract
app/db/paper_models.py,932,__tablename__,'paper_positions',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/paper_models.py:932:assignment,identity/protocol literal; verify consumer contract
app/db/paper_models.py,1050,__tablename__,'paper_exit_evaluation_cursors',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/paper_models.py:1050:assignment,identity/protocol literal; verify consumer contract
app/db/paper_models.py,1137,__tablename__,'paper_exit_decisions',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/paper_models.py:1137:assignment,identity/protocol literal; verify consumer contract
app/db/paper_models.py,1186,__tablename__,'paper_journal_entries',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/paper_models.py:1186:assignment,identity/protocol literal; verify consumer contract
app/db/paper_models.py,1253,__tablename__,'control_mobile_devices',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/paper_models.py:1253:assignment,identity/protocol literal; verify consumer contract
app/db/paper_models.py,1279,__tablename__,'control_mobile_replay_nonces',__tablename__,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/paper_models.py:1279:assignment,identity/protocol literal; verify consumer contract
app/db/postgres_auth_probe.py,18,_PROTOCOL_VERSION_3,196608,_PROTOCOL_VERSION_3,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/db/postgres_auth_probe.py:18:assignment,identity/protocol literal; verify consumer contract
app/db/postgres_auth_probe.py,19,_AUTHENTICATION_OK,0,_AUTHENTICATION_OK,ALGORITHM_STRUCTURE_LITERAL,,,,app/db/postgres_auth_probe.py:19:assignment,numeric/boolean algorithm structure
app/db/postgres_auth_probe.py,20,_AUTHENTICATION_CLEARTEXT_PASSWORD,3,_AUTHENTICATION_CLEARTEXT_PASSWORD,ALGORITHM_STRUCTURE_LITERAL,,,,app/db/postgres_auth_probe.py:20:assignment,numeric/boolean algorithm structure
app/db/postgres_auth_probe.py,21,_AUTHENTICATION_MD5_PASSWORD,5,_AUTHENTICATION_MD5_PASSWORD,ALGORITHM_STRUCTURE_LITERAL,,,,app/db/postgres_auth_probe.py:21:assignment,numeric/boolean algorithm structure
app/db/postgres_auth_probe.py,22,_AUTHENTICATION_SASL,10,_AUTHENTICATION_SASL,ALGORITHM_STRUCTURE_LITERAL,,,,app/db/postgres_auth_probe.py:22:assignment,numeric/boolean algorithm structure
app/db/postgres_auth_probe.py,23,_AUTHENTICATION_SASL_CONTINUE,11,_AUTHENTICATION_SASL_CONTINUE,ALGORITHM_STRUCTURE_LITERAL,,,,app/db/postgres_auth_probe.py:23:assignment,numeric/boolean algorithm structure
app/db/postgres_auth_probe.py,24,_AUTHENTICATION_SASL_FINAL,12,_AUTHENTICATION_SASL_FINAL,ALGORITHM_STRUCTURE_LITERAL,,,,app/db/postgres_auth_probe.py:24:assignment,numeric/boolean algorithm structure
app/db/postgres_auth_probe.py,32,pool_disabled,True,pool_disabled,ALGORITHM_STRUCTURE_LITERAL,,,,app/db/postgres_auth_probe.py:32:assignment,numeric/boolean algorithm structure
app/db/postgres_auth_probe.py,33,retries,0,retries,ALGORITHM_STRUCTURE_LITERAL,,,,app/db/postgres_auth_probe.py:33:assignment,numeric/boolean algorithm structure
app/db/postgres_auth_probe.py,63,offset,0,offset,ALGORITHM_STRUCTURE_LITERAL,,,,app/db/postgres_auth_probe.py:63:assignment,numeric/boolean algorithm structure
app/db/repositories/candle_repository.py,13,UPSERT_BATCH_SIZE,500,UPSERT_BATCH_SIZE,UNKNOWN_REQUIRES_TRACE,,,,app/db/repositories/candle_repository.py:13:assignment,trace behavior authority; no direct YAML reference on this expression
app/db/repositories/feature_repository.py,15,UPSERT_BATCH_SIZE,500,UPSERT_BATCH_SIZE,UNKNOWN_REQUIRES_TRACE,,,,app/db/repositories/feature_repository.py:15:assignment,trace behavior authority; no direct YAML reference on this expression
app/db/repositories/label_repository.py,15,UPSERT_BATCH_SIZE,500,UPSERT_BATCH_SIZE,UNKNOWN_REQUIRES_TRACE,,,,app/db/repositories/label_repository.py:15:assignment,trace behavior authority; no direct YAML reference on this expression
app/db/repositories/prediction_repository.py,22,limit,100,limit,UNKNOWN_REQUIRES_TRACE,,,,app/db/repositories/prediction_repository.py:22:function_default,trace behavior authority; no direct YAML reference on this expression
app/desktop_automation/win32_fallback.py,22,TRADERS_PROCESS_NOT_FOUND,'TRADERS_PROCESS_NOT_FOUND',TRADERS_PROCESS_NOT_FOUND,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/desktop_automation/win32_fallback.py:22:assignment,identity/protocol literal; verify consumer contract
app/desktop_automation/win32_fallback.py,23,NO_VALID_TOP_LEVEL_HWND,'NO_VALID_TOP_LEVEL_HWND',NO_VALID_TOP_LEVEL_HWND,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/desktop_automation/win32_fallback.py:23:assignment,identity/protocol literal; verify consumer contract
app/desktop_automation/win32_fallback.py,24,WRONG_WINDOWS_SESSION,'WRONG_WINDOWS_SESSION',WRONG_WINDOWS_SESSION,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/desktop_automation/win32_fallback.py:24:assignment,identity/protocol literal; verify consumer contract
app/desktop_automation/win32_fallback.py,25,WRONG_INPUT_DESKTOP,'WRONG_INPUT_DESKTOP',WRONG_INPUT_DESKTOP,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/desktop_automation/win32_fallback.py:25:assignment,identity/protocol literal; verify consumer contract
app/desktop_automation/win32_fallback.py,26,INTEGRITY_MISMATCH_PREVENTS_INPUT,'INTEGRITY_MISMATCH_PREVENTS_INPUT',INTEGRITY_MISMATCH_PREVENTS_INPUT,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/desktop_automation/win32_fallback.py:26:assignment,identity/protocol literal; verify consumer contract
app/desktop_automation/win32_fallback.py,27,WINDOW_NOT_VISIBLE_AFTER_RESTORE,'WINDOW_NOT_VISIBLE_AFTER_RESTORE',WINDOW_NOT_VISIBLE_AFTER_RESTORE,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/desktop_automation/win32_fallback.py:27:assignment,identity/protocol literal; verify consumer contract
app/desktop_automation/win32_fallback.py,28,FULL_DESKTOP_CAPTURE_FAILED,'FULL_DESKTOP_CAPTURE_FAILED',FULL_DESKTOP_CAPTURE_FAILED,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/desktop_automation/win32_fallback.py:28:assignment,identity/protocol literal; verify consumer contract
app/desktop_automation/win32_fallback.py,29,FOREGROUND_ACTIVATION_FAILED,'FOREGROUND_ACTIVATION_FAILED',FOREGROUND_ACTIVATION_FAILED,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/desktop_automation/win32_fallback.py:29:assignment,identity/protocol literal; verify consumer contract
app/desktop_automation/win32_fallback.py,30,WINDOW_HUNG,'WINDOW_HUNG',WINDOW_HUNG,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/desktop_automation/win32_fallback.py:30:assignment,identity/protocol literal; verify consumer contract
app/desktop_automation/win32_fallback.py,106,capture_mode,'FULL_DESKTOP_CROPPED_BY_HWND',capture_mode,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/desktop_automation/win32_fallback.py:106:assignment,identity/protocol literal; verify consumer contract
app/desktop_automation/win32_fallback.py,258,PROCESS_QUERY_LIMITED_INFORMATION,4096,PROCESS_QUERY_LIMITED_INFORMATION,ALGORITHM_STRUCTURE_LITERAL,,,,app/desktop_automation/win32_fallback.py:258:assignment,numeric/boolean algorithm structure
app/desktop_automation/win32_fallback.py,259,TOKEN_QUERY,8,TOKEN_QUERY,ALGORITHM_STRUCTURE_LITERAL,,,,app/desktop_automation/win32_fallback.py:259:assignment,numeric/boolean algorithm structure
app/desktop_automation/win32_fallback.py,260,TH32CS_SNAPPROCESS,2,TH32CS_SNAPPROCESS,ALGORITHM_STRUCTURE_LITERAL,,,,app/desktop_automation/win32_fallback.py:260:assignment,numeric/boolean algorithm structure
app/desktop_automation/win32_fallback.py,454,timeout_seconds,2.0,timeout_seconds,UNKNOWN_REQUIRES_TRACE,,,,app/desktop_automation/win32_fallback.py:454:function_default,trace behavior authority; no direct YAML reference on this expression
app/desktop_automation/win32_fallback.py,94,assignment,False,assignment,ALGORITHM_STRUCTURE_LITERAL,,,,app/desktop_automation/win32_fallback.py:94:assignment,numeric/boolean algorithm structure
app/desktop_automation/win32_fallback.py,277,UOI_NAME,2,UOI_NAME,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/desktop_automation/win32_fallback.py:277:assignment,identity/protocol literal; verify consumer contract
app/desktop_automation/win32_fallback.py,518,assignment,1,assignment,ALGORITHM_STRUCTURE_LITERAL,,,,app/desktop_automation/win32_fallback.py:518:assignment,numeric/boolean algorithm structure
app/desktop_automation/win32_fallback.py,519,assignment,24,assignment,ALGORITHM_STRUCTURE_LITERAL,,,,app/desktop_automation/win32_fallback.py:519:assignment,numeric/boolean algorithm structure
app/engine_analysis/altunina_trend_context.py,18,STRUCTURE_TOLERANCE_RATIO,0.001,STRUCTURE_TOLERANCE_RATIO,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/altunina_trend_context.py:18:assignment,numeric/boolean algorithm structure
app/engine_analysis/altunina_trend_context.py,20,ALTUNINA_CORRECTION_LIMIT,0.62,ALTUNINA_CORRECTION_LIMIT,UNKNOWN_REQUIRES_TRACE,,,,app/engine_analysis/altunina_trend_context.py:20:assignment,trace behavior authority; no direct YAML reference on this expression
app/engine_analysis/altunina_trend_context.py,22,BOOK_RULE,'ALTUNINA_BOOK_RULE',BOOK_RULE,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/altunina_trend_context.py:22:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/altunina_trend_context.py,23,DERIVED_HEURISTIC,'ENGINE_ANALYSIS_DERIVED_HEURISTIC',DERIVED_HEURISTIC,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/altunina_trend_context.py:23:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/altunina_trend_context.py,229,lower,0.0,lower,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/altunina_trend_context.py:229:function_default,numeric/boolean algorithm structure
app/engine_analysis/altunina_trend_context.py,229,upper,1.0,upper,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/altunina_trend_context.py:229:function_default,numeric/boolean algorithm structure
app/engine_analysis/altunina_trend_context.py,233,direction_sign,1,direction_sign,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/altunina_trend_context.py:233:function_default,identity/protocol literal; verify consumer contract
app/engine_analysis/altunina_trend_context.py,256,lookback,1,lookback,UNKNOWN_REQUIRES_TRACE,,,,app/engine_analysis/altunina_trend_context.py:256:function_default,trace behavior authority; no direct YAML reference on this expression
app/engine_analysis/altunina_trend_context.py,27,HIGH,'HIGH',HIGH,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/altunina_trend_context.py:27:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/altunina_trend_context.py,28,LOW,'LOW',LOW,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/altunina_trend_context.py:28:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/altunina_trend_context.py,32,UP,'UP',UP,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/altunina_trend_context.py:32:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/altunina_trend_context.py,33,DOWN,'DOWN',DOWN,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/altunina_trend_context.py:33:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/altunina_trend_context.py,34,FLAT,'FLAT',FLAT,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/altunina_trend_context.py:34:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/altunina_trend_context.py,38,BULLISH_STRUCTURE,'BULLISH_STRUCTURE',BULLISH_STRUCTURE,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/altunina_trend_context.py:38:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/altunina_trend_context.py,39,BEARISH_STRUCTURE,'BEARISH_STRUCTURE',BEARISH_STRUCTURE,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/altunina_trend_context.py:39:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/altunina_trend_context.py,40,SIDEWAYS_STRUCTURE,'SIDEWAYS_STRUCTURE',SIDEWAYS_STRUCTURE,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/altunina_trend_context.py:40:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/altunina_trend_context.py,41,UNCLEAR_STRUCTURE,'UNCLEAR_STRUCTURE',UNCLEAR_STRUCTURE,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/altunina_trend_context.py:41:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/altunina_trend_context.py,45,MULTI_YEAR,'MULTI_YEAR',MULTI_YEAR,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/altunina_trend_context.py:45:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/altunina_trend_context.py,46,MONTHLY_SCALE,'MONTHLY_SCALE',MONTHLY_SCALE,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/altunina_trend_context.py:46:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/altunina_trend_context.py,47,SUB_MONTH_SCALE,'SUB_MONTH_SCALE',SUB_MONTH_SCALE,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/altunina_trend_context.py:47:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/altunina_trend_context.py,48,UNKNOWN,'UNKNOWN',UNKNOWN,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/altunina_trend_context.py:48:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/altunina_trend_context.py,52,PRIMARY,'PRIMARY',PRIMARY,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/altunina_trend_context.py:52:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/altunina_trend_context.py,53,INTERMEDIATE,'INTERMEDIATE',INTERMEDIATE,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/altunina_trend_context.py:53:assignment,identity/protocol literal; verify consumer contract
