candidate_id,symbol,setup_type,split,stage,stage_trace,entry_mode,stop_mode,target_mode,entry,stop,target,rr,stop_atr,target_atr,entry_age,label,net_return_pct,failures,warnings
ET-HED-0413,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,OUT_OF_TIME_VALIDATION,NO_TRADE,SETUP_READY|ENTRY_ARMED,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,VOLUME_BELOW_0_7,
ET-HED-0414,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,TRAIN_DESIGN,NO_TRADE,SETUP_READY|ENTRY_ARMED,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,VOLUME_BELOW_0_7,
ET-HED-0415,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,TRAIN_DESIGN,NO_TRADE,SETUP_READY|ENTRY_ARMED,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,VOLUME_BELOW_0_7,
ET-HED-0416,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,TRAIN_DESIGN,NO_TRADE,SETUP_READY|ENTRY_ARMED,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,VOLUME_BELOW_0_7,
ET-HED-0417,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,TRAIN_DESIGN,NO_TRADE,SETUP_READY|ENTRY_ARMED,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,VOLUME_BELOW_0_7,
ET-HED-0418,SOLUSDT,LONG_UP_CONTINUATION_RETEST,TRAIN_DESIGN,BLOCKED_CONTRACT,,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,CONTRACT_NOT_ALLOWED_FOR_REDESIGN,
ET-HED-0419,SOLUSDT,LONG_UP_CONTINUATION_RETEST,TRAIN_DESIGN,BLOCKED_CONTRACT,,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,CONTRACT_NOT_ALLOWED_FOR_REDESIGN,
ET-HED-0420,SOLUSDT,LONG_UP_CONTINUATION_RETEST,TRAIN_DESIGN,BLOCKED_CONTRACT,,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,CONTRACT_NOT_ALLOWED_FOR_REDESIGN,
ET-HED-0421,ETHUSDT,LONG_UP_CONTINUATION_RETEST,TRAIN_DESIGN,BLOCKED_CONTRACT,,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,CONTRACT_NOT_ALLOWED_FOR_REDESIGN,
ET-HED-0422,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,TRAIN_DESIGN,NO_TRADE,SETUP_READY|ENTRY_ARMED,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,VOLUME_BELOW_0_7,
ET-HED-0423,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,TRAIN_DESIGN,NO_TRADE,SETUP_READY|ENTRY_ARMED,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,BEARISH_FAILED_RECLAIM_NOT_CONFIRMED,VOLUME_0_7_TO_0_9
ET-HED-0424,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,TRAIN_DESIGN,NO_TRADE,SETUP_READY|ENTRY_ARMED,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,VOLUME_BELOW_0_7,
ET-HED-0425,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,TRAIN_DESIGN,NO_TRADE,SETUP_READY|ENTRY_ARMED,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,VOLUME_BELOW_0_7,
ET-HED-0426,ETHUSDT,LONG_UP_CONTINUATION_RETEST,TRAIN_DESIGN,BLOCKED_CONTRACT,,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,CONTRACT_NOT_ALLOWED_FOR_REDESIGN,
ET-HED-0427,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,TRAIN_DESIGN,NO_TRADE,SETUP_READY|ENTRY_ARMED,break_confirmation_low,atr_0_15,nearest_support,,,,,,,1,NO_TRADE,,CLOSE_ABOVE_RETEST_HIGH,
ET-HED-0428,ETHUSDT,LONG_UP_CONTINUATION_RETEST,TRAIN_DESIGN,BLOCKED_CONTRACT,,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,CONTRACT_NOT_ALLOWED_FOR_REDESIGN,
ET-HED-0429,BTCUSDT,LONG_UP_CONTINUATION_RETEST,TRAIN_DESIGN,BLOCKED_CONTRACT,,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,CONTRACT_NOT_ALLOWED_FOR_REDESIGN,
ET-HED-0430,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,OUT_OF_TIME_VALIDATION,NO_TRADE,SETUP_READY|ENTRY_ARMED,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,VOLUME_BELOW_0_7,
ET-HED-0431,BTCUSDT,LONG_UP_CONTINUATION_RETEST,TRAIN_DESIGN,BLOCKED_CONTRACT,,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,CONTRACT_NOT_ALLOWED_FOR_REDESIGN,
ET-HED-0432,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,OUT_OF_TIME_VALIDATION,NO_TRADE,SETUP_READY|ENTRY_ARMED,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,VOLUME_BELOW_0_7,
ET-HED-0433,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,TRAIN_DESIGN,NO_TRADE,SETUP_READY|ENTRY_ARMED,break_confirmation_low,atr_0_15,nearest_support,,,,,,,1,NO_TRADE,,NEW_HH_BEFORE_ENTRY,
ET-HED-0434,SOLUSDT,LONG_UP_CONTINUATION_RETEST,TRAIN_DESIGN,BLOCKED_CONTRACT,,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,CONTRACT_NOT_ALLOWED_FOR_REDESIGN,
ET-HED-0435,BTCUSDT,LONG_UP_CONTINUATION_RETEST,OUT_OF_TIME_VALIDATION,BLOCKED_CONTRACT,,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,CONTRACT_NOT_ALLOWED_FOR_REDESIGN,
ET-HED-0436,SOLUSDT,LONG_UP_CONTINUATION_RETEST,TRAIN_DESIGN,BLOCKED_CONTRACT,,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,CONTRACT_NOT_ALLOWED_FOR_REDESIGN,
ET-HED-0437,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,TRAIN_DESIGN,NO_TRADE,SETUP_READY|ENTRY_ARMED,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,VOLUME_BELOW_0_7,
ET-HED-0438,SOLUSDT,LONG_UP_CONTINUATION_RETEST,TRAIN_DESIGN,BLOCKED_CONTRACT,,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,CONTRACT_NOT_ALLOWED_FOR_REDESIGN,
ET-HED-0439,SOLUSDT,LONG_UP_CONTINUATION_RETEST,TRAIN_DESIGN,BLOCKED_CONTRACT,,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,CONTRACT_NOT_ALLOWED_FOR_REDESIGN,
ET-HED-0440,SOLUSDT,LONG_UP_CONTINUATION_RETEST,TRAIN_DESIGN,BLOCKED_CONTRACT,,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,CONTRACT_NOT_ALLOWED_FOR_REDESIGN,
ET-HED-0441,SOLUSDT,LONG_UP_CONTINUATION_RETEST,TRAIN_DESIGN,BLOCKED_CONTRACT,,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,CONTRACT_NOT_ALLOWED_FOR_REDESIGN,
ET-HED-0442,ETHUSDT,LONG_UP_CONTINUATION_RETEST,TRAIN_DESIGN,BLOCKED_CONTRACT,,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,CONTRACT_NOT_ALLOWED_FOR_REDESIGN,
ET-HED-0443,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,TRAIN_DESIGN,NO_TRADE,SETUP_READY|ENTRY_ARMED,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,VOLUME_BELOW_0_7,
ET-HED-0444,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,TRAIN_DESIGN,NO_TRADE,SETUP_READY|ENTRY_ARMED,break_confirmation_low,atr_0_15,nearest_support,110226.62,110622.39743310183,110084.41,0.3593181119131734,0.9790423493947186,0.35178764846754773,1,NO_TRADE,,NO_ROOM_TO_TARGET_RR_BELOW_1_5,
ET-HED-0445,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,TRAIN_DESIGN,NO_TRADE,SETUP_READY|ENTRY_ARMED,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,VOLUME_BELOW_0_7,
ET-HED-0446,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,TRAIN_DESIGN,NO_TRADE,SETUP_READY|ENTRY_ARMED,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,VOLUME_BELOW_0_7,
ET-HED-0447,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,TRAIN_DESIGN,NO_TRADE,SETUP_READY|ENTRY_ARMED,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,VOLUME_BELOW_0_7,
ET-HED-0448,SOLUSDT,LONG_UP_CONTINUATION_RETEST,OUT_OF_TIME_VALIDATION,BLOCKED_CONTRACT,,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,CONTRACT_NOT_ALLOWED_FOR_REDESIGN,
ET-HED-0449,ETHUSDT,LONG_UP_CONTINUATION_RETEST,OUT_OF_TIME_VALIDATION,BLOCKED_CONTRACT,,break_confirmation_low,atr_0_15,nearest_support,,,,,,,,NO_TRADE,,CONTRACT_NOT_ALLOWED_FOR_REDESIGN,
